URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
31,https://insights.blackcoffer.com/which-one-is-better-ai-or-big-data/,30.0,4.0,0.7647058598615925,0.09999999970588236,19.757575757575758,0.5264705882352941,8.113618538324422,10.303030303030303,179.0,340.0,0.9970588235294118,2.0,7.008823529411765
32,https://insights.blackcoffer.com/how-robots-can-help-in-e-learning-platforms/,28.0,38.0,-0.15151514921946743,0.1044303795815975,18.56578947368421,0.4936708860759494,7.623784143904064,8.31578947368421,312.0,632.0,0.9968354430379747,23.0,7.188291139240507
33,https://insights.blackcoffer.com/how-does-big-data-help-in-finance-and-the-growth-of-large-firms/,29.0,22.0,0.1372548992695118,0.08838821475149357,20.842105263157894,0.5043327556325823,8.53857520751619,10.12280701754386,291.0,577.0,0.9965337954939342,4.0,6.8578856152513
34,https://insights.blackcoffer.com/future-of-work-robot-ai-and-automation/,19.0,6.0,0.5199999792000009,0.09225092216881578,21.846153846153847,0.5940959409594095,8.976099914845303,10.423076923076923,161.0,271.0,0.992619926199262,5.0,7.594095940959409
35,https://insights.blackcoffer.com/how-ai-will-help-the-defense-power-of-a-country/,30.0,52.0,-0.26829267965496734,0.1320450883541947,15.075268817204302,0.5185185185185185,6.237514934289129,6.67741935483871,322.0,621.0,0.9935587761674718,10.0,7.048309178743962
36,https://insights.blackcoffer.com/future-of-ai-and-machine-roles-in-the-medical-sector/,32.0,13.0,0.4222222128395064,0.10465116254732287,27.37142857142857,0.5069767441860465,11.151362126245848,12.285714285714286,218.0,430.0,0.9837209302325581,6.0,6.925581395348837
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,69.0,34.0,0.3398058219436328,0.10068426187616397,23.657894736842106,0.5884652981427175,9.698544013993931,13.460526315789474,602.0,1023.0,0.9775171065493646,1.0,7.463343108504398
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,60.0,37.0,0.23711339961738764,0.1587561372197117,18.10126582278481,0.4877250409165303,7.435596345480537,7.734177215189874,298.0,611.0,0.9787234042553191,6.0,6.823240589198036
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,66.0,36.0,0.2941176441753172,0.11751152060194525,20.105882352941176,0.6071428571428571,8.285210084033613,10.211764705882352,527.0,868.0,0.9919354838709677,3.0,7.53110599078341
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,70.0,28.0,0.4285714241982508,0.13725490176855057,17.36842105263158,0.47619047619047616,7.137844611528822,7.515789473684211,340.0,714.0,0.9775910364145658,18.0,6.73109243697479
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,62.0,26.0,0.40909090444214885,0.10615199022177083,22.21518987341772,0.503015681544029,9.0872822219847,10.49367088607595,417.0,829.0,0.9638118214716526,18.0,7.102533172496984
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,46.0,24.0,0.31428570979591847,0.12048192750347345,21.666666666666668,0.5060240963855421,8.869076305220885,9.683333333333334,294.0,581.0,0.9896729776247849,16.0,7.123924268502582
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,27.0,12.0,0.384615374753452,0.11048158608928729,16.42222222222222,0.48441926345609065,6.762656594271324,7.844444444444444,171.0,353.0,0.9716713881019831,7.0,6.980169971671388
44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,0.0,0.0,0.0,0.0,5.0,0.5,2.2,4.0,2.0,4.0,1.0,0.0,8.0
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,38.0,13.0,0.49019606881968497,0.14825581352251216,21.114285714285714,0.4622093023255814,8.630598006644519,9.82857142857143,159.0,344.0,0.9825581395348837,2.0,6.65406976744186
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,67.0,41.0,0.24074073851165984,0.10746268646023613,27.2,0.5074626865671642,11.082985074626865,12.5625,510.0,1005.0,0.981094527363184,7.0,6.877611940298507
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,51.0,69.0,-0.14999999875,0.11928429411601958,19.238095238095237,0.4850894632206759,7.889273880526365,9.58095238095238,488.0,1006.0,0.9920477137176938,2.0,6.9085487077534795
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,36.0,22.0,0.24137930618311543,0.09430894293608302,20.689655172413794,0.6,8.515862068965518,10.60344827586207,369.0,615.0,0.9983739837398374,10.0,7.712195121951219
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,31.0,29.0,0.03333333277777779,0.09554140112174936,15.948717948717949,0.47611464968152867,6.569933039359791,8.051282051282051,299.0,628.0,0.9601910828025477,5.0,6.722929936305732
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,64.0,24.0,0.45454544938016533,0.12643678142753337,27.047619047619047,0.5474137931034483,11.038013136288999,11.047619047619047,381.0,696.0,0.992816091954023,21.0,7.264367816091954
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,74.0,24.0,0.510204076426489,0.1203931202452173,21.0,0.4950859950859951,8.598034398034399,10.30379746835443,403.0,814.0,0.9606879606879607,11.0,6.906633906633907
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,26.0,0.0,0.9999999615384629,0.09594095905556842,23.181818181818183,0.5867158671586716,9.507413619590741,12.318181818181818,159.0,271.0,0.988929889298893,0.0,7.4944649446494465
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,80.0,39.0,0.3445378122307747,0.15909090887822072,203.77777777777777,0.5026737967914439,81.71218062982769,83.11111111111111,376.0,748.0,0.9759358288770054,15.0,6.858288770053476
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,27.0,0.0,0.9999999629629643,0.0562499998828125,17.339285714285715,0.5854166666666667,7.169880952380954,8.571428571428571,281.0,480.0,0.9875,0.0,7.135416666666667
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,14.0,6.0,0.399999980000001,0.052631578808864266,18.225,0.5921052631578947,7.5268421052631584,9.5,225.0,380.0,0.9763157894736842,1.0,7.768421052631579
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,3.0,4.0,-0.1428571224489825,0.04729729697772097,26.916666666666668,0.5608108108108109,10.990990990990992,12.333333333333334,83.0,148.0,0.9932432432432432,2.0,7.371621621621622
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,0.0,0.0,0.0,0.0,5.0,0.5,2.2,4.0,2.0,4.0,1.0,0.0,8.0
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,24.0,69.0,-0.4838709625390219,0.13596491208192266,25.145454545454545,0.5292397660818714,10.269877724614567,12.436363636363636,362.0,684.0,0.9766081871345029,2.0,7.02046783625731
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,17.0,14.0,0.09677419042663901,0.08806818156798812,25.06896551724138,0.4744318181818182,10.21735893416928,12.137931034482758,167.0,352.0,0.9573863636363636,4.0,6.8125
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,58.0,37.0,0.22105262925207758,0.11613691917342675,17.6,0.4902200488997555,7.236088019559903,7.4363636363636365,401.0,818.0,0.991442542787286,10.0,7.075794621026895
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,40.0,3.0,0.8604650962682536,0.13230769190059172,17.86842105263158,0.5353846153846153,7.361522267206478,8.552631578947368,174.0,325.0,0.9661538461538461,3.0,7.156923076923077
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,5.0,1.0,0.6666665555555741,0.031088082740476256,23.8125,0.43005181347150256,9.697020725388603,12.0625,83.0,193.0,0.9948186528497409,0.0,6.564766839378239
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,30.0,9.0,0.5384615246548328,0.06782608683856332,25.533333333333335,0.46260869565217394,10.398376811594204,12.777777777777779,266.0,575.0,0.9634782608695652,1.0,6.36695652173913
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,25.0,8.0,0.5151514995408637,0.0956521736357908,26.782608695652176,0.5391304347826087,10.928695652173914,15.0,186.0,345.0,0.9826086956521739,1.0,7.220289855072464
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,15.0,9.0,0.24999998958333375,0.15483870867845995,14.444444444444445,0.5741935483870968,6.007455197132617,5.7407407407407405,89.0,155.0,1.0,0.0,7.774193548387097
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,5.0,0.0,0.99999980000004,0.05813953420767984,15.9,0.5813953488372093,6.5925581395348845,8.6,50.0,86.0,1.0,1.0,7.627906976744186
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,23.0,37.0,-0.23333332944444451,0.1759530786628942,15.018181818181818,0.4046920821114369,6.169149560117302,6.2,138.0,341.0,0.9970674486803519,19.0,6.653958944281525
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,9.0,2.0,0.636363578512402,0.1358024674592288,20.22222222222222,0.4444444444444444,8.266666666666666,9.0,36.0,81.0,0.9876543209876543,1.0,6.7407407407407405
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,48.0,19.0,0.43283581443528635,0.10789049902111031,21.830188679245282,0.6328502415458938,8.98521556831647,11.716981132075471,393.0,621.0,0.9790660225442834,0.0,7.766505636070853
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,10.0,18.0,-0.28571427551020445,0.111999999552,26.8,0.564,10.9456,12.5,141.0,250.0,0.992,9.0,7.164
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,23.0,37.0,-0.23333332944444451,0.12875536453056788,20.862745098039216,0.45278969957081544,8.526213919044013,9.137254901960784,211.0,466.0,0.9849785407725322,7.0,6.866952789699571
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,25.0,49.0,-0.32432431994156324,0.08685445999195486,23.5,0.5434272300469484,9.61737089201878,11.513513513513514,463.0,852.0,0.994131455399061,16.0,7.583333333333333
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,43.0,23.0,0.30303029843893486,0.08943089418776301,26.208955223880597,0.4444444444444444,10.661359867330017,11.014925373134329,328.0,738.0,0.9728997289972899,18.0,6.730352303523035
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,34.0,25.0,0.15254237029589204,0.0851370850142322,18.049382716049383,0.443001443001443,7.39695366362033,8.555555555555555,307.0,693.0,0.9653679653679653,18.0,6.673881673881674
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,25.0,7.0,0.5624999824218756,0.09384164195354357,14.60655737704918,0.501466275659824,6.0432094610836025,5.590163934426229,171.0,341.0,0.9618768328445748,1.0,6.879765395894428
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,42.0,8.0,0.6799999864000003,0.09578544042952981,21.833333333333332,0.5172413793103449,8.940229885057471,7.909090909090909,270.0,522.0,0.9885057471264368,3.0,6.919540229885057
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,31.0,6.0,0.6756756574141715,0.2090395468415845,29.75,0.559322033898305,12.123728813559323,11.0625,99.0,177.0,1.0,8.0,7.090395480225989
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,40.0,16.0,0.42857142091836753,0.06973848061053739,23.17391304347826,0.5379825653798257,9.484758243543235,11.63768115942029,432.0,803.0,0.9850560398505604,8.0,7.122042341220423
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,24.0,74.0,-0.510204076426489,0.2468513847686363,13.289473684210526,0.5037783375314862,5.517300808696805,5.223684210526316,200.0,397.0,1.0,9.0,6.942065491183879
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,58.0,23.0,0.43209876009754616,0.17234042516523315,14.805194805194805,0.3553191489361702,6.0642055816523905,6.103896103896104,167.0,470.0,0.9893617021276596,5.0,6.372340425531915
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,27.0,47.0,-0.2702702666179694,0.11897106090197579,26.444444444444443,0.3778135048231511,10.72890317970704,13.822222222222223,235.0,622.0,0.9565916398713826,4.0,6.504823151125402
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,31.0,26.0,0.08771929670667901,0.07818930030426707,18.1125,0.51440329218107,7.450761316872428,9.1125,375.0,729.0,0.9561042524005487,9.0,7.156378600823046
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,24.0,82.0,-0.5471698061587754,0.24882629049571295,13.455696202531646,0.5187793427230047,5.589790218101861,5.3924050632911396,221.0,426.0,1.0,11.0,6.981220657276995
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,40.0,35.0,0.06666666577777779,0.10623229446709306,29.60377358490566,0.4631728045325779,12.026778555775296,13.320754716981131,327.0,706.0,0.9688385269121813,5.0,6.76628895184136
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,23.0,13.0,0.2777777700617286,0.09399477782246794,34.63636363636363,0.45691906005221933,14.037313078566342,17.40909090909091,175.0,383.0,0.9765013054830287,1.0,7.169712793733681
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,36.0,25.0,0.1803278658962645,0.09682539667170573,34.02857142857143,0.4650793650793651,13.797460317460319,18.0,293.0,630.0,0.9825396825396825,1.0,7.247619047619048
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,32.0,50.0,-0.21951219244497328,0.09915356699014079,24.08450704225352,0.5054413542926239,9.83597935861846,11.647887323943662,418.0,827.0,0.9758162031438936,6.0,6.96130592503023
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,36.0,10.0,0.5652173790170135,0.02251590796744204,18.613259668508288,0.398923152227117,7.604873128294162,11.287292817679559,815.0,2043.0,0.899657366617719,7.0,6.201174743024963
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,37.0,49.0,-0.1395348820984316,0.10500610487789243,21.634146341463413,0.5128205128205128,8.85878674171357,9.987804878048781,420.0,819.0,0.9743589743589743,11.0,7.045177045177045
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,28.0,68.0,-0.41666666232638894,0.11580217115102272,25.913793103448278,0.571773220747889,10.594226529678467,14.293103448275861,474.0,829.0,0.9734620024125452,1.0,7.226779252110977
91,https://insights.blackcoffer.com/human-rights-outlook/,3.0,3.0,0.0,0.07894736738227148,19.22222222222222,0.4473684210526316,7.867836257309941,8.444444444444445,34.0,76.0,0.9605263157894737,2.0,6.7631578947368425
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,34.0,4.0,0.7894736634349037,0.08278867084359767,24.775,0.485838779956427,10.10433551198257,11.475,223.0,459.0,0.9324618736383442,2.0,6.518518518518518
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,37.0,34.0,0.04225352053164056,0.09874826133692871,15.308333333333334,0.5424200278164116,6.340301344459899,5.991666666666666,390.0,719.0,0.9930458970792768,6.0,7.312934631432546
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,55.0,16.0,0.5492957669113272,0.08372641499560564,19.358695652173914,0.5318396226415094,7.95621410992617,9.217391304347826,451.0,848.0,0.9787735849056604,4.0,6.997641509433962
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,30.0,34.0,-0.062499999023437516,0.12355212331360595,23.195652173913043,0.4555984555984556,9.4605002518046,11.26086956521739,236.0,518.0,0.974903474903475,3.0,6.857142857142857
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,16.0,44.0,-0.46666665888888903,0.06147540977307847,32.27272727272727,0.47540983606557374,13.099254843517139,17.745454545454546,464.0,976.0,0.9118852459016393,1.0,7.005122950819672
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,17.0,42.0,-0.4237288063774779,0.1249999997351695,19.36,0.4915254237288136,7.940610169491525,9.44,232.0,472.0,0.9703389830508474,4.0,7.0423728813559325
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,36.0,48.0,-0.1428571411564626,0.1634241241956729,16.65753424657534,0.5233463035019456,6.8723522200309155,7.041095890410959,269.0,514.0,0.9980544747081712,36.0,6.998054474708171
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,24.0,27.0,-0.05882352825836219,0.10386965355627362,30.61111111111111,0.5173116089613035,12.451369088028967,13.63888888888889,254.0,491.0,0.9877800407331976,12.0,7.089613034623218
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,22.0,44.0,-0.33333332828282836,0.08979591824517562,23.509090909090908,0.46258503401360546,9.588670377241806,13.363636363636363,340.0,735.0,0.9374149659863945,4.0,6.877551020408164
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,4.0,3.0,0.1428571224489825,0.08235294020761247,19.7,0.43529411764705883,8.054117647058822,8.5,37.0,85.0,0.9294117647058824,2.0,6.3882352941176475
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,28.0,46.0,-0.24324323995617245,0.14041745703905606,18.796610169491526,0.45351043643263755,7.7000482423696655,8.932203389830509,239.0,527.0,0.9753320683111955,13.0,6.6831119544592035
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,8.0,25.0,-0.5151514995408637,0.09969788489517255,17.885714285714286,0.4471299093655589,7.333137678031938,9.457142857142857,148.0,331.0,0.9154078549848943,4.0,6.673716012084592
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,27.0,57.0,-0.35714285289115655,0.14583333308015045,23.4375,0.5104166666666666,9.579166666666667,12.0,294.0,576.0,0.9809027777777778,2.0,7.282986111111111
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,21.0,35.0,-0.24999999553571436,0.13207547138661446,28.68421052631579,0.47877358490566035,11.665193644488582,11.157894736842104,203.0,424.0,0.9882075471698113,6.0,6.71933962264151
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,6.0,2.0,0.4999999375000079,0.034042553046627434,32.5,0.5531914893617021,13.221276595744682,19.583333333333332,130.0,235.0,0.9531914893617022,0.0,7.297872340425532
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,16.0,3.0,0.684210490304711,0.06462585012032024,19.64516129032258,0.3843537414965986,8.011806012727673,9.483870967741936,113.0,294.0,0.9149659863945578,2.0,6.319727891156463
